estaca,x,y
4291,614302.7255,9418257.9106
787,614078.7255,9418326.0266
4292,614302.7255,9418262.2686
788,614078.7255,9418333.2266
4293,614302.7255,9418269.5686
789,614078.7255,9418341.2266
4294,614302.7255,9418276.8686
790,614078.7255,9418348.7266
4295,614302.7255,9418284.0686
791,614078.7255,9418356.2266
4296,614302.7255,9418292.0686
792,614078.7255,9418360.5846
4297,614302.7255,9418299.5686
793,614078.7255,9418367.8846
4298,614302.7255,9418307.0686
794,614078.7255,9418375.1846
4299,614302.7255,9418311.4266
795,614078.7255,9418382.3846
4300,614302.7255,9418318.7266
796,614078.7255,9418390.3846
4301,614302.7255,9418326.0266
797,614078.7255,9418397.8846
4302,614302.7255,9418333.2266
798,614078.7255,9418405.3846
4303,614302.7255,9418341.2266
799,614078.7255,9418409.7426
4304,614302.7255,9418348.7266
800,614078.7255,9418417.0426
4305,614302.7255,9418356.2266
801,614078.7255,9418424.3426
4306,614302.7255,9418360.5846
802,614078.7255,9418431.5426
4307,614302.7255,9418367.8846
803,614078.7255,9418439.5426
4308,614302.7255,9418375.1846
804,614078.7255,9418447.0426
4309,614302.7255,9418382.3846
805,614078.7255,9418454.5426
4310,614302.7255,9418390.3846
806,614078.7255,9418458.9006
4311,614302.7255,9418397.8846
807,614078.7255,9418466.2006
4312,614302.7255,9418405.3846
808,614078.7255,9418473.5006
4313,614302.7255,9418409.7426
809,614078.7255,9418480.7006
4314,614302.7255,9418417.0426
810,614078.7255,9418488.7006
4315,614302.7255,9418424.3426
811,614078.7255,9418496.2006
4316,614302.7255,9418431.5426
812,614078.7255,9418503.7006
4317,614302.7255,9418439.5426
813,614078.7255,9418508.0586
4318,614302.7255,9418447.0426
814,614078.7255,9418515.3586
4319,614302.7255,9418454.5426
815,614078.7255,9418522.6586
4320,614302.7255,9418458.9006
816,614078.7255,9418529.8586
4321,614302.7255,9418466.2006
817,614078.7255,9418537.8586
4322,614302.7255,9418473.5006
818,614078.7255,9418545.3586
4323,614302.7255,9418480.7006
819,614078.7255,9418552.8586
4324,614302.7255,9418488.7006
820,614078.7255,9418557.2166
4325,614302.7255,9418496.2006
821,614078.7255,9418564.5166
4326,614302.7255,9418503.7006
822,614078.7255,9418571.8166
4327,614302.7255,9418508.0586
823,614078.7255,9418579.0166
4328,614302.7255,9418515.3586
824,614078.7255,9418587.0166
4329,614302.7255,9418522.6586
825,614078.7255,9418594.5166
4330,614302.7255,9418529.8586
826,614078.7255,9418602.0166
4331,614302.7255,9418537.8586
827,614078.7255,9418606.3746
4332,614302.7255,9418545.3586
828,614078.7255,9418613.6746
4333,614302.7255,9418552.8586
829,614078.7255,9418620.9746
4334,614302.7255,9418557.2166
830,614078.7255,9418628.1746
4335,614302.7255,9418564.5166
831,614078.7255,9418636.1746
4336,614302.7255,9418571.8166
832,614078.7255,9418643.6746
4337,614302.7255,9418579.0166
833,614078.7255,9418651.1746
4338,614302.7255,9418587.0166
834,614078.7255,9418655.5326
4339,614302.7255,9418594.5166
835,614078.7255,9418662.8326
4340,614302.7255,9418602.0166
836,614078.7255,9418670.1326
4341,614302.7255,9418606.3746
837,614078.7255,9418677.3326
4342,614302.7255,9418613.6746
838,614078.7255,9418685.3326
4343,614302.7255,9418620.9746
839,614078.7255,9418692.8326
4344,614302.7255,9418628.1746
840,614078.7255,9418700.3326
4345,614302.7255,9418636.1746
841,614078.7255,9418704.6906
4346,614302.7255,9418643.6746
842,614078.7255,9418711.9906
4347,614302.7255,9418651.1746
843,614078.7255,9418719.2906
4348,614302.7255,9418655.5326
844,614078.7255,9418726.4906
4349,614302.7255,9418662.8326
845,614078.7255,9418734.4906
4350,614302.7255,9418670.1326
846,614078.7255,9418741.9906
4351,614302.7255,9418677.3326
847,614078.7255,9418749.4906
4352,614302.7255,9418685.3326
848,614078.7255,9418753.8486
4353,614302.7255,9418692.8326
849,614078.7255,9418761.1486
4354,614302.7255,9418700.3326
850,614078.7255,9418768.4486
4355,614302.7255,9418704.6906
851,614078.7255,9418775.6486
4356,614302.7255,9418711.9906
852,614078.7255,9418783.6486
4357,614302.7255,9418719.2906
853,614078.7255,9418791.1486
4358,614302.7255,9418726.4906
854,614078.7255,9418798.6486
4359,614302.7255,9418734.4906
855,614078.7255,9418803.0066
4360,614302.7255,9418741.9906
856,614078.7255,9418810.3066
4361,614302.7255,9418749.4906
857,614078.7255,9418817.6066
4362,614302.7255,9418753.8486
858,614078.7255,9418824.8066
4363,614302.7255,9418761.1486
859,614078.7255,9418832.8066
4364,614302.7255,9418768.4486
860,614078.7255,9418840.3066
4365,614302.7255,9418775.6486
861,614078.7255,9418847.8066
4366,614302.7255,9418783.6486
862,614078.7255,9418852.1646
4367,614302.7255,9418791.1486
863,614078.7255,9418859.4646
4368,614302.7255,9418798.6486
864,614078.7255,9418866.7646
4369,614302.7255,9418803.0066
865,614078.7255,9418873.9646
4370,614302.7255,9418810.3066
866,614078.7255,9418881.9646
4371,614302.7255,9418817.6066
867,614078.7255,9418889.4646
4372,614302.7255,9418824.8066
868,614078.7255,9418896.9646
4373,614302.7255,9418832.8066
869,614078.7255,9418901.3226
4374,614302.7255,9418840.3066
870,614078.7255,9418908.6226
4375,614302.7255,9418847.8066
871,614078.7255,9418915.9226
4376,614302.7255,9418852.1646
872,614078.7255,9418923.1226
4377,614302.7255,9418859.4646
873,614078.7255,9418931.1226
4378,614302.7255,9418866.7646
874,614078.7255,9418938.6226
4379,614302.7255,9418873.9646
875,614078.7255,9418946.1226
4380,614302.7255,9418881.9646
876,614078.7255,9418950.4806
4381,614302.7255,9418889.4646
877,614078.7255,9418957.7806
4382,614302.7255,9418896.9646
878,614078.7255,9418965.0806
4383,614302.7255,9418901.3226
879,614078.7255,9418972.2806
4384,614302.7255,9418908.6226
880,614078.7255,9418980.2806
4385,614302.7255,9418915.9226
881,614078.7255,9418987.7806
4386,614302.7255,9418923.1226
882,614078.7255,9418995.2806
4387,614302.7255,9418931.1226
883,614078.7255,9418999.6386
4388,614302.7255,9418938.6226
884,614078.7255,9419006.9386
4389,614302.7255,9418946.1226
885,614078.7255,9419014.2386
4390,614302.7255,9418950.4806
886,614078.7255,9419021.4386
4391,614302.7255,9418957.7806
887,614078.7255,9419029.4386
4392,614302.7255,9418965.0806
888,614078.7255,9419036.9386
4393,614302.7255,9418972.2806
889,614078.7255,9419044.4386
4394,614302.7255,9418980.2806
890,614078.7255,9419048.7966
4395,614302.7255,9418987.7806
891,614078.7255,9419056.0966
4396,614302.7255,9418995.2806
892,614078.7255,9419063.3966
4397,614302.7255,9418999.6386
893,614078.7255,9419070.5966
4398,614302.7255,9419006.9386
894,614078.7255,9419078.5966
4399,614302.7255,9419014.2386
895,614078.7255,9419086.0966
4400,614302.7255,9419021.4386
896,614078.7255,9419093.5966
4401,614302.7255,9419029.4386
897,614091.9255,9417524.8986
4402,614302.7255,9419036.9386
898,614091.9255,9417532.1986
4403,614302.7255,9419044.4386
899,614091.9255,9417539.4986
4404,614302.7255,9419048.7966
900,614091.9255,9417546.6986
4405,614302.7255,9419056.0966
901,614091.9255,9417554.6986
4406,614302.7255,9419063.3966
902,614091.9255,9417562.1986
4407,614302.7255,9419070.5966
903,614091.9255,9417569.6986
4408,614302.7255,9419078.5966
904,614091.9255,9417574.0566
4409,614302.7255,9419086.0966
905,614091.9255,9417581.3566
4410,614302.7255,9419093.5966
906,614091.9255,9417588.6566
4411,614315.9255,9417524.8986
907,614091.9255,9417595.8566
4412,614315.9255,9417532.1986
908,614091.9255,9417603.8566
4413,614315.9255,9417539.4986
909,614091.9255,9417611.3566
4414,614315.9255,9417546.6986
910,614091.9255,9417618.8566
4415,614315.9255,9417554.6986
911,614091.9255,9417623.2146
4416,614315.9255,9417562.1986
912,614091.9255,9417630.5146
4417,614315.9255,9417569.6986
913,614091.9255,9417637.8146
4418,614315.9255,9417574.0566
914,614091.9255,9417645.0146
4419,614315.9255,9417581.3566
915,614091.9255,9417653.0146
4420,614315.9255,9417588.6566
916,614091.9255,9417660.5146
4421,614315.9255,9417595.8566
917,614091.9255,9417668.0146
4422,614315.9255,9417603.8566
918,614091.9255,9417672.3726
4423,614315.9255,9417611.3566
919,614091.9255,9417679.6726
4424,614315.9255,9417618.8566
920,614091.9255,9417686.9726
4425,614315.9255,9417623.2146
921,614091.9255,9417694.1726
4426,614315.9255,9417630.5146
922,614091.9255,9417702.1726
4427,614315.9255,9417637.8146
923,614091.9255,9417709.6726
4428,614315.9255,9417645.0146
924,614091.9255,9417717.1726
4429,614315.9255,9417653.0146
925,614091.9255,9417721.5306
4430,614315.9255,9417660.5146
926,614091.9255,9417728.8306
4431,614315.9255,9417668.0146
927,614091.9255,9417736.1306
4432,614315.9255,9417672.3726
928,614091.9255,9417743.3306
4433,614315.9255,9417679.6726
929,614091.9255,9417751.3306
4434,614315.9255,9417686.9726
930,614091.9255,9417758.8306
4435,614315.9255,9417694.1726
931,614091.9255,9417766.3306
4436,614315.9255,9417702.1726
932,614091.9255,9417770.6886
4437,614315.9255,9417709.6726
933,614091.9255,9417777.9886
4438,614315.9255,9417717.1726
934,614091.9255,9417785.2886
4439,614315.9255,9417721.5306
935,614091.9255,9417792.4886
4440,614315.9255,9417728.8306
936,614091.9255,9417800.4886
4441,614315.9255,9417736.1306
937,614091.9255,9417807.9886
4442,614315.9255,9417743.3306
938,614091.9255,9417815.4886
4443,614315.9255,9417751.3306
939,614091.9255,9417819.8466
4444,614315.9255,9417758.8306
940,614091.9255,9417827.1466
4445,614315.9255,9417766.3306
941,614091.9255,9417834.4466
4446,614315.9255,9417770.6886
942,614091.9255,9417841.6466
4447,614315.9255,9417777.9886
943,614091.9255,9417849.6466
4448,614315.9255,9417785.2886
944,614091.9255,9417857.1466
4449,614315.9255,9417792.4886
945,614091.9255,9417864.6466
4450,614315.9255,9417800.4886
946,614091.9255,9417869.0046
4451,614315.9255,9417807.9886
947,614091.9255,9417876.3046
4452,614315.9255,9417815.4886
948,614091.9255,9417883.6046
4453,614315.9255,9417819.8466
949,614091.9255,9417890.8046
4454,614315.9255,9417827.1466
950,614091.9255,9417898.8046
4455,614315.9255,9417834.4466
951,614091.9255,9417906.3046
4456,614315.9255,9417841.6466
952,614091.9255,9417913.8046
4457,614315.9255,9417849.6466
953,614091.9255,9417918.1626
4458,614315.9255,9417857.1466
954,614091.9255,9417925.4626
4459,614315.9255,9417864.6466
955,614091.9255,9417932.7626
4460,614315.9255,9417869.0046
956,614091.9255,9417939.9626
4461,614315.9255,9417876.3046
957,614091.9255,9417947.9626
4462,614315.9255,9417883.6046
958,614091.9255,9417955.4626
4463,614315.9255,9417890.8046
959,614091.9255,9417962.9626
4464,614315.9255,9417898.8046
960,614091.9255,9417967.3206
4465,614315.9255,9417906.3046
961,614091.9255,9417974.6206
4466,614315.9255,9417913.8046
962,614091.9255,9417981.9206
4467,614315.9255,9417918.1626
963,614091.9255,9417989.1206
4468,614315.9255,9417925.4626
964,614091.9255,9417997.1206
4469,614315.9255,9417932.7626
965,614091.9255,9418004.6206
4470,614315.9255,9417939.9626
966,614091.9255,9418012.1206
4471,614315.9255,9417947.9626
967,614091.9255,9418016.4786
4472,614315.9255,9417955.4626
968,614091.9255,9418023.7786
4473,614315.9255,9417962.9626
969,614091.9255,9418031.0786
4474,614315.9255,9417967.3206
970,614091.9255,9418038.2786
4475,614315.9255,9417974.6206
971,614091.9255,9418046.2786
4476,614315.9255,9417981.9206
972,614091.9255,9418053.7786
4477,614315.9255,9417989.1206
973,614091.9255,9418061.2786
4478,614315.9255,9417997.1206
974,614091.9255,9418065.6366
4479,614315.9255,9418004.6206
975,614091.9255,9418072.9366
4480,614315.9255,9418012.1206
976,614091.9255,9418080.2366
4481,614315.9255,9418016.4786
977,614091.9255,9418087.4366
4482,614315.9255,9418023.7786
978,614091.9255,9418095.4366
4483,614315.9255,9418031.0786
979,614091.9255,9418102.9366
4484,614315.9255,9418038.2786
980,614091.9255,9418110.4366
4485,614315.9255,9418046.2786
981,614091.9255,9418114.7946
4486,614315.9255,9418053.7786
982,614091.9255,9418122.0946
4487,614315.9255,9418061.2786
983,614091.9255,9418129.3946
4488,614315.9255,9418065.6366
984,614091.9255,9418136.5946
4489,614315.9255,9418072.9366
985,614091.9255,9418144.5946
4490,614315.9255,9418080.2366
986,614091.9255,9418152.0946
4491,614315.9255,9418087.4366
987,614091.9255,9418159.5946
4492,614315.9255,9418095.4366
988,614091.9255,9418163.9526
4493,614315.9255,9418102.9366
989,614091.9255,9418171.2526
4494,614315.9255,9418110.4366
990,614091.9255,9418178.5526
4495,614315.9255,9418114.7946
991,614091.9255,9418185.7526
4496,614315.9255,9418122.0946
992,614091.9255,9418193.7526
4497,614315.9255,9418129.3946
993,614091.9255,9418201.2526
4498,614315.9255,9418136.5946
994,614091.9255,9418208.7526
4499,614315.9255,9418144.5946
995,614091.9255,9418213.1106
4500,614315.9255,9418152.0946
996,614091.9255,9418220.4106
4501,614315.9255,9418159.5946
997,614091.9255,9418227.7106
4502,614315.9255,9418163.9526
998,614091.9255,9418234.9106
4503,614315.9255,9418171.2526
999,614091.9255,9418242.9106
4504,614315.9255,9418178.5526
1000,614091.9255,9418250.4106
4505,614315.9255,9418185.7526
1001,614091.9255,9418257.9106
4506,614315.9255,9418193.7526
1002,614091.9255,9418262.2686
4507,614315.9255,9418201.2526
1003,614091.9255,9418269.5686
4508,614315.9255,9418208.7526
1004,614091.9255,9418276.8686
4509,614315.9255,9418213.1106
1005,614091.9255,9418284.0686
4510,614315.9255,9418220.4106
1006,614091.9255,9418292.0686
4511,614315.9255,9418227.7106
1007,614091.9255,9418299.5686
4512,614315.9255,9418234.9106
1008,614091.9255,9418307.0686
4513,614315.9255,9418242.9106
1009,614091.9255,9418311.4266
4514,614315.9255,9418250.4106
1010,614091.9255,9418318.7266
4515,614315.9255,9418257.9106
1011,614091.9255,9418326.0266
4516,614315.9255,9418262.2686
1012,614091.9255,9418333.2266
4517,614315.9255,9418269.5686
1013,614091.9255,9418341.2266
4518,614315.9255,9418276.8686
1014,614091.9255,9418348.7266
4519,614315.9255,9418284.0686
1015,614091.9255,9418356.2266
4520,614315.9255,9418292.0686
1016,614091.9255,9418360.5846
4521,614315.9255,9418299.5686
1017,614091.9255,9418367.8846
4522,614315.9255,9418307.0686
1018,614091.9255,9418375.1846
4523,614315.9255,9418311.4266
1019,614091.9255,9418382.3846
4524,614315.9255,9418318.7266
1020,614091.9255,9418390.3846
4525,614315.9255,9418326.0266
1021,614091.9255,9418397.8846
4526,614315.9255,9418333.2266
1022,614091.9255,9418405.3846
4527,614315.9255,9418341.2266
1023,614091.9255,9418409.7426
4528,614315.9255,9418348.7266
1024,614091.9255,9418417.0426
4529,614315.9255,9418356.2266
1025,614091.9255,9418424.3426
4530,614315.9255,9418360.5846
1026,614091.9255,9418431.5426
4531,614315.9255,9418367.8846
1027,614091.9255,9418439.5426
4532,614315.9255,9418375.1846
1028,614091.9255,9418447.0426
4533,614315.9255,9418382.3846
1029,614091.9255,9418454.5426
4534,614315.9255,9418390.3846
1030,614091.9255,9418458.9006
4535,614315.9255,9418397.8846
1031,614091.9255,9418466.2006
4536,614315.9255,9418405.3846
1032,614091.9255,9418473.5006
4537,614315.9255,9418409.7426
1033,614091.9255,9418480.7006
4538,614315.9255,9418417.0426
1034,614091.9255,9418488.7006
4539,614315.9255,9418424.3426
1035,614091.9255,9418496.2006
4540,614315.9255,9418431.5426
1036,614091.9255,9418503.7006
4541,614315.9255,9418439.5426
1037,614091.9255,9418508.0586
4542,614315.9255,9418447.0426
1038,614091.9255,9418515.3586
4543,614315.9255,9418454.5426
1039,614091.9255,9418522.6586
4544,614315.9255,9418458.9006
1040,614091.9255,9418529.8586
4545,614315.9255,9418466.2006
1041,614091.9255,9418537.8586
4546,614315.9255,9418473.5006
1042,614091.9255,9418545.3586
4547,614315.9255,9418480.7006
1043,614091.9255,9418552.8586
4548,614315.9255,9418488.7006
1044,614091.9255,9418557.2166
4549,614315.9255,9418496.2006
1045,614091.9255,9418564.5166
4550,614315.9255,9418503.7006
1046,614091.9255,9418571.8166
4551,614315.9255,9418508.0586
1047,614091.9255,9418579.0166
4552,614315.9255,9418515.3586
1048,614091.9255,9418587.0166
4553,614315.9255,9418522.6586
1049,614091.9255,9418594.5166
4554,614315.9255,9418529.8586
1050,614091.9255,9418602.0166
4555,614315.9255,9418537.8586
1051,614091.9255,9418606.3746
4556,614315.9255,9418545.3586
1052,614091.9255,9418613.6746
4557,614315.9255,9418552.8586
1053,614091.9255,9418620.9746
4558,614315.9255,9418557.2166
1054,614091.9255,9418628.1746
4559,614315.9255,9418564.5166
1055,614091.9255,9418636.1746
4560,614315.9255,9418571.8166
1056,614091.9255,9418643.6746
4561,614315.9255,9418579.0166
1057,614091.9255,9418651.1746
4562,614315.9255,9418587.0166
1058,614091.9255,9418655.5326
4563,614315.9255,9418594.5166
1059,614091.9255,9418662.8326
4564,614315.9255,9418602.0166
1060,614091.9255,9418670.1326
4565,614315.9255,9418606.3746
1061,614091.9255,9418677.3326
4566,614315.9255,9418613.6746
1062,614091.9255,9418685.3326
4567,614315.9255,9418620.9746
1063,614091.9255,9418692.8326
4568,614315.9255,9418628.1746
1064,614091.9255,9418700.3326
4569,614315.9255,9418636.1746
1065,614091.9255,9418704.6906
4570,614315.9255,9418643.6746
1066,614091.9255,9418711.9906
4571,614315.9255,9418651.1746
1067,614091.9255,9418719.2906
4572,614315.9255,9418655.5326
1068,614091.9255,9418726.4906
4573,614315.9255,9418662.8326
1069,614091.9255,9418734.4906
4574,614315.9255,9418670.1326
1070,614091.9255,9418741.9906
4575,614315.9255,9418677.3326
1071,614091.9255,9418749.4906
4576,614315.9255,9418685.3326
1072,614091.9255,9418753.8486
4577,614315.9255,9418692.8326
1073,614091.9255,9418761.1486
4578,614315.9255,9418700.3326
1074,614091.9255,9418768.4486
4579,614315.9255,9418704.6906
1075,614091.9255,9418775.6486
4580,614315.9255,9418711.9906
1076,614091.9255,9418783.6486
4581,614315.9255,9418719.2906
1077,614091.9255,9418791.1486
4582,614315.9255,9418726.4906
1078,614091.9255,9418798.6486
4583,614315.9255,9418734.4906
1079,614091.9255,9418803.0066
4584,614315.9255,9418741.9906
1080,614091.9255,9418810.3066
4585,614315.9255,9418749.4906
1081,614091.9255,9418817.6066
4586,614315.9255,9418753.8486
1082,614091.9255,9418824.8066
4587,614315.9255,9418761.1486
1083,614091.9255,9418832.8066
4588,614315.9255,9418768.4486
1084,614091.9255,9418840.3066
4589,614315.9255,9418775.6486
1085,614091.9255,9418847.8066
4590,614315.9255,9418783.6486
1086,614091.9255,9418852.1646
4591,614315.9255,9418791.1486
1087,614091.9255,9418859.4646
4592,614315.9255,9418798.6486
1088,614091.9255,9418866.7646
4593,614315.9255,9418803.0066
1089,614091.9255,9418873.9646
4594,614315.9255,9418810.3066
1090,614091.9255,9418881.9646
4595,614315.9255,9418817.6066
1091,614091.9255,9418889.4646
4596,614315.9255,9418824.8066
1092,614091.9255,9418896.9646
4597,614315.9255,9418832.8066
1093,614091.9255,9418901.3226
4598,614315.9255,9418840.3066
1094,614091.9255,9418908.6226
4599,614315.9255,9418847.8066
1095,614091.9255,9418915.9226
4600,614315.9255,9418852.1646
1096,614091.9255,9418923.1226
4601,614315.9255,9418859.4646
1097,614091.9255,9418931.1226
4602,614315.9255,9418866.7646
1098,614091.9255,9418938.6226
4603,614315.9255,9418873.9646
1099,614091.9255,9418946.1226
4604,614315.9255,9418881.9646
1100,614091.9255,9418950.4806
4605,614315.9255,9418889.4646
1101,614091.9255,9418957.7806
4606,614315.9255,9418896.9646
1102,614091.9255,9418965.0806
4607,614315.9255,9418901.3226
1103,614091.9255,9418972.2806
4608,614315.9255,9418908.6226
1104,614091.9255,9418980.2806
4609,614315.9255,9418915.9226
1105,614091.9255,9418987.7806
4610,614315.9255,9418923.1226
1106,614091.9255,9418995.2806
4611,614315.9255,9418931.1226
1107,614091.9255,9418999.6386
4612,614315.9255,9418938.6226
1108,614091.9255,9419006.9386
4613,614315.9255,9418946.1226
1109,614091.9255,9419014.2386
4614,614315.9255,9418950.4806
1110,614091.9255,9419021.4386
4615,614315.9255,9418957.7806
1111,614091.9255,9419029.4386
4616,614315.9255,9418965.0806
1112,614091.9255,9419036.9386
4617,614315.9255,9418972.2806
1113,614091.9255,9419044.4386
4618,614315.9255,9418980.2806
1114,614091.9255,9419048.7966
4619,614315.9255,9418987.7806
1115,614091.9255,9419056.0966
4620,614315.9255,9418995.2806
1116,614091.9255,9419063.3966
4621,614315.9255,9418999.6386
1117,614091.9255,9419070.5966
4622,614315.9255,9419006.9386
1118,614091.9255,9419078.5966
4623,614315.9255,9419014.2386
1119,614091.9255,9419086.0966
4624,614315.9255,9419021.4386
1120,614091.9255,9419093.5966
4625,614315.9255,9419029.4386
1121,614105.1255,9417524.8986
4626,614315.9255,9419036.9386
1122,614105.1255,9417532.1986
4627,614315.9255,9419044.4386
1123,614105.1255,9417539.4986
4628,614329.1255,9417524.8986
1124,614105.1255,9417546.6986
4629,614329.1255,9417532.1986
1125,614105.1255,9417554.6986
4630,614329.1255,9417539.4986
1126,614105.1255,9417562.1986
4631,614329.1255,9417546.6986
1127,614105.1255,9417569.6986
4632,614329.1255,9417554.6986
1128,614105.1255,9417574.0566
4633,614329.1255,9417562.1986
1129,614105.1255,9417581.3566
4634,614329.1255,9417569.6986
1130,614105.1255,9417588.6566
4635,614329.1255,9417574.0566
1131,614105.1255,9417595.8566
4636,614329.1255,9417581.3566
1132,614105.1255,9417603.8566
4637,614329.1255,9417588.6566
1133,614105.1255,9417611.3566
4638,614329.1255,9417595.8566
1134,614105.1255,9417618.8566
4639,614329.1255,9417603.8566
1135,614105.1255,9417623.2146
4640,614329.1255,9417611.3566
1136,614105.1255,9417630.5146
4641,614329.1255,9417618.8566
1137,614105.1255,9417637.8146
4642,614329.1255,9417623.2146
1138,614105.1255,9417645.0146
4643,614329.1255,9417630.5146
1139,614105.1255,9417653.0146
4644,614329.1255,9417637.8146
1140,614105.1255,9417660.5146
4645,614329.1255,9417645.0146
1141,614105.1255,9417668.0146
4646,614329.1255,9417653.0146
1142,614105.1255,9417672.3726
4647,614329.1255,9417660.5146
1143,614105.1255,9417679.6726
4648,614329.1255,9417668.0146
1144,614105.1255,9417686.9726
4649,614329.1255,9417672.3726
1145,614105.1255,9417694.1726
4650,614329.1255,9417679.6726
1146,614105.1255,9417702.1726
4651,614329.1255,9417686.9726
1147,614105.1255,9417709.6726
4652,614329.1255,9417694.1726
1148,614105.1255,9417717.1726
4653,614329.1255,9417702.1726
1149,614105.1255,9417721.5306
4654,614329.1255,9417709.6726
1150,614105.1255,9417728.8306
4655,614329.1255,9417717.1726
1151,614105.1255,9417736.1306
4656,614329.1255,9417721.5306
1152,614105.1255,9417743.3306
4657,614329.1255,9417728.8306
1153,614105.1255,9417751.3306
4658,614329.1255,9417736.1306
1154,614105.1255,9417758.8306
4659,614329.1255,9417743.3306
1155,614105.1255,9417766.3306
4660,614329.1255,9417751.3306
1156,614105.1255,9417770.6886
4661,614329.1255,9417758.8306
1157,614105.1255,9417777.9886
4662,614329.1255,9417766.3306
1158,614105.1255,9417785.2886
4663,614329.1255,9417770.6886
1159,614105.1255,9417792.4886
4664,614329.1255,9417777.9886
1160,614105.1255,9417800.4886
4665,614329.1255,9417785.2886
1161,614105.1255,9417807.9886
4666,614329.1255,9417792.4886
1162,614105.1255,9417815.4886
4667,614329.1255,9417800.4886
1163,614105.1255,9417819.8466
4668,614329.1255,9417807.9886
1164,614105.1255,9417827.1466
4669,614329.1255,9417815.4886
1165,614105.1255,9417834.4466
4670,614329.1255,9417819.8466
1166,614105.1255,9417841.6466
4671,614329.1255,9417827.1466
1167,614105.1255,9417849.6466
4672,614329.1255,9417834.4466
1168,614105.1255,9417857.1466
4673,614329.1255,9417841.6466
1169,614105.1255,9417864.6466
4674,614329.1255,9417849.6466
1170,614105.1255,9417869.0046
4675,614329.1255,9417857.1466
1171,614105.1255,9417876.3046
4676,614329.1255,9417864.6466
1172,614105.1255,9417883.6046
4677,614329.1255,9417869.0046
1173,614105.1255,9417890.8046
4678,614329.1255,9417876.3046
1174,614105.1255,9417898.8046
4679,614329.1255,9417883.6046
1175,614105.1255,9417906.3046
4680,614329.1255,9417890.8046
1176,614105.1255,9417913.8046
4681,614329.1255,9417898.8046
1177,614105.1255,9417918.1626
4682,614329.1255,9417906.3046
1178,614105.1255,9417925.4626
4683,614329.1255,9417913.8046
1179,614105.1255,9417932.7626
4684,614329.1255,9417918.1626
1180,614105.1255,9417939.9626
4685,614329.1255,9417925.4626
1181,614105.1255,9417947.9626
4686,614329.1255,9417932.7626
1182,614105.1255,9417955.4626
4687,614329.1255,9417939.9626
1183,614105.1255,9417962.9626
4688,614329.1255,9417947.9626
1184,614105.1255,9417967.3206
4689,614329.1255,9417955.4626
1185,614105.1255,9417974.6206
4690,614329.1255,9417962.9626
1186,614105.1255,9417981.9206
4691,614329.1255,9417967.3206
1187,614105.1255,9417989.1206
4692,614329.1255,9417974.6206
1188,614105.1255,9417997.1206
4693,614329.1255,9417981.9206
1189,614105.1255,9418004.6206
4694,614329.1255,9417989.1206
1190,614105.1255,9418012.1206
4695,614329.1255,9417997.1206
1191,614105.1255,9418016.4786
4696,614329.1255,9418004.6206
1192,614105.1255,9418023.7786
4697,614329.1255,9418012.1206
1193,614105.1255,9418031.0786
4698,614329.1255,9418016.4786
1194,614105.1255,9418038.2786
4699,614329.1255,9418023.7786
1195,614105.1255,9418046.2786
4700,614329.1255,9418031.0786
1196,614105.1255,9418053.7786
4701,614329.1255,9418038.2786
1197,614105.1255,9418061.2786
4702,614329.1255,9418046.2786
1198,614105.1255,9418065.6366
4703,614329.1255,9418053.7786
1199,614105.1255,9418072.9366
4704,614329.1255,9418061.2786
1200,614105.1255,9418080.2366
4705,614329.1255,9418065.6366
1201,614105.1255,9418087.4366
4706,614329.1255,9418072.9366
1202,614105.1255,9418095.4366
4707,614329.1255,9418080.2366
1203,614105.1255,9418102.9366
4708,614329.1255,9418087.4366
1204,614105.1255,9418110.4366
4709,614329.1255,9418095.4366
1205,614105.1255,9418114.7946
4710,614329.1255,9418102.9366
1206,614105.1255,9418122.0946
4711,614329.1255,9418110.4366
1207,614105.1255,9418129.3946
4712,614329.1255,9418114.7946
1208,614105.1255,9418136.5946
4713,614329.1255,9418122.0946
1209,614105.1255,9418144.5946
4714,614329.1255,9418129.3946
1210,614105.1255,9418152.0946
4715,614329.1255,9418136.5946
1211,614105.1255,9418159.5946
4716,614329.1255,9418144.5946
1212,614105.1255,9418163.9526
4717,614329.1255,9418152.0946
1213,614105.1255,9418171.2526
4718,614329.1255,9418159.5946
1214,614105.1255,9418178.5526
4719,614329.1255,9418163.9526
1215,614105.1255,9418185.7526
4720,614329.1255,9418171.2526
1216,614105.1255,9418193.7526
4721,614329.1255,9418178.5526
1217,614105.1255,9418201.2526
4722,614329.1255,9418185.7526
1218,614105.1255,9418208.7526
4723,614329.1255,9418193.7526
1219,614105.1255,9418213.1106
4724,614329.1255,9418201.2526
1220,614105.1255,9418220.4106
4725,614329.1255,9418208.7526
1221,614105.1255,9418227.7106
4726,614329.1255,9418213.1106
1222,614105.1255,9418234.9106
4727,614329.1255,9418220.4106
1223,614105.1255,9418242.9106
4728,614329.1255,9418227.7106
1224,614105.1255,9418250.4106
4729,614329.1255,9418234.9106
1225,614105.1255,9418257.9106
4730,614329.1255,9418242.9106
1226,614105.1255,9418262.2686
4731,614329.1255,9418250.4106
1227,614105.1255,9418269.5686
4732,614329.1255,9418257.9106
1228,614105.1255,9418276.8686
4733,614329.1255,9418262.2686
1229,614105.1255,9418284.0686
4734,614329.1255,9418269.5686
