estaca,x,y
199,-37.9709151317421,-5.25625321533212
3704,-37.9688930366731,-5.25682657393367
200,-37.9709152386476,-5.25618809073844
3705,-37.9688931452883,-5.25676054487514
201,-37.97091535743,-5.25611573007865
3706,-37.9688932539021,-5.25669451581648
202,-37.9709154687869,-5.25604789195994
3707,-37.9688933610267,-5.25662939126532
203,-37.9709155801424,-5.25598005384108
3708,-37.9688934800525,-5.25655703065277
204,-37.9709156448467,-5.25594063537142
3709,-37.9688935916376,-5.25648919257835
205,-37.9709157532305,-5.25587460626883
3710,-37.9688937032213,-5.25642135450377
206,-37.9709158616129,-5.2558085771661
3711,-37.9688937680581,-5.25638193605985
207,-37.9709159685093,-5.2557434525715
3712,-37.968893876664,-5.25631590700036
208,-37.9709160872814,-5.25567109191066
3713,-37.9688939852685,-5.25624987794075
209,-37.9709161986288,-5.25560325379097
3714,-37.9688940923839,-5.25618475338865
210,-37.9709163099748,-5.25553541567114
3715,-37.9688942113995,-5.25611239277505
211,-37.9709163746735,-5.25549599720091
3716,-37.968894322975,-5.25604455469965
212,-37.970916483048,-5.25542996809736
3717,-37.9688944345491,-5.25597671662409
213,-37.9709165914211,-5.25536393899368
3718,-37.9688944993804,-5.2559372981796
214,-37.9709166983083,-5.25529881439814
3719,-37.968894607977,-5.25587126911916
215,-37.9709168170703,-5.25522645373625
3720,-37.9688947165722,-5.25580524005858
216,-37.9709169284081,-5.25515861561559
3721,-37.9688948236784,-5.25574011550555
217,-37.9709170397445,-5.25509077749477
3722,-37.9688949426837,-5.25566775489091
218,-37.9709171044377,-5.25505135902397
3723,-37.9688950542497,-5.25559991681452
219,-37.9709172128029,-5.25498532991947
3724,-37.9688951658142,-5.25553207873799
220,-37.9709173211667,-5.25491930081483
3725,-37.96889523064,-5.25549266029293
221,-37.9709174280447,-5.25485417621835
3726,-37.9688953392272,-5.25542663123154
222,-37.9709175467965,-5.25478181555542
3727,-37.9688954478131,-5.25536060217
223,-37.9709176581248,-5.25471397743378
3728,-37.9688955549101,-5.25529547761603
224,-37.9709177694516,-5.25464613931198
3729,-37.9688956739053,-5.25522311700034
225,-37.9707753469327,-5.2688349425612
3730,-37.9688957854617,-5.25515527892298
226,-37.9707754555987,-5.2687689134888
3731,-37.9688958970166,-5.25508744084547
227,-37.9707755642633,-5.26870288441624
3732,-37.9688959618368,-5.25504802239983
228,-37.970775671438,-5.2686377598514
3733,-37.9688960704148,-5.25498199333749
229,-37.9707757905194,-5.26856539922363
3734,-37.9688961789913,-5.254915964275
230,-37.9707759021568,-5.26849756113494
3735,-37.9688962860792,-5.25485083972009
231,-37.9707760137926,-5.2684297230461
3736,-37.9688964050641,-5.25477847910336
232,-37.9707760786598,-5.26839030459387
3737,-37.9688965166109,-5.25471064102501
233,-37.9707761873165,-5.26832427552052
3738,-37.9688966281563,-5.25464280294652
234,-37.9707762959718,-5.268258246447
3739,-37.9687541599391,-5.26883159675109
235,-37.9707764031373,-5.26819312188122
3740,-37.9687542688184,-5.26876556772085
236,-37.9707765222086,-5.2681207612524
3741,-37.9687543776963,-5.26869953869045
237,-37.9707766338363,-5.26805292316273
3742,-37.9687544850814,-5.26863441416719
238,-37.9707767454626,-5.26798508507291
3743,-37.9687546043965,-5.26856205358562
239,-37.9707768103243,-5.26794566662011
3744,-37.968754716253,-5.26849421554024
240,-37.9707769189717,-5.2678796375458
3745,-37.968754828108,-5.26842637749472
241,-37.9707770276177,-5.26781360847133
3746,-37.9687548931025,-5.26838695906765
242,-37.970777134774,-5.2677484839046
3747,-37.9687550019725,-5.26832093003646
243,-37.9707772538351,-5.26767612327474
3748,-37.9687551108411,-5.2682549010051
244,-37.9707773654533,-5.26760828518409
3749,-37.968755218217,-5.2681897764809
245,-37.97077747707,-5.26754044709328
3750,-37.9687553375219,-5.26811741589828
246,-37.9707775419261,-5.26750102863991
3751,-37.9687554493688,-5.26804957785192
247,-37.9707776505642,-5.26743499956465
3752,-37.9687555612142,-5.26798173980541
248,-37.9707777592009,-5.26736897048922
3753,-37.9687556262032,-5.26794232137778
249,-37.9707778663481,-5.26730384592155
3754,-37.9687557350639,-5.26787629234562
250,-37.970777985399,-5.26723148529064
3755,-37.9687558439231,-5.26781026331331
251,-37.9707780970076,-5.267163647199
3756,-37.9687559512898,-5.26774513878817
252,-37.9707782086148,-5.26709580910722
3757,-37.9687560705846,-5.2676727782045
253,-37.9707782734654,-5.26705639065327
3758,-37.9687561824219,-5.26760494015716
254,-37.9707783820942,-5.26699036157703
3759,-37.9687562942577,-5.26753710210967
255,-37.9707784907216,-5.26692433250067
3760,-37.9687563592412,-5.26749768368147
256,-37.9707785978596,-5.26685920793204
3761,-37.9687564680925,-5.26743165464836
257,-37.9707787169002,-5.26678684730008
3762,-37.9687565769425,-5.26736562561509
258,-37.9707788284993,-5.26671900920747
3763,-37.9687566843,-5.267300501089
259,-37.970778940097,-5.2666511711147
3764,-37.9687568035845,-5.26722814050429
260,-37.970779004942,-5.2666117526602
3765,-37.9687569154122,-5.26716030245596
261,-37.9707791135615,-5.26654572358301
3766,-37.9687570272385,-5.26709246440749
262,-37.9707792221796,-5.26647969450569
3767,-37.9687570922164,-5.26705304597872
263,-37.9707793293084,-5.26641456993612
3768,-37.9687572010584,-5.26698701694463
264,-37.9707794483389,-5.26634220930311
3769,-37.968757309899,-5.26692098791043
265,-37.9707795599284,-5.26627437120951
3770,-37.9687574172473,-5.26685586338338
266,-37.9707796715165,-5.26620653311576
3771,-37.9687575365217,-5.26678350279762
267,-37.970779736356,-5.26616711466069
3772,-37.9687576483398,-5.26671566474831
268,-37.9707798449662,-5.26610108558254
3773,-37.9687577601565,-5.26664782669886
269,-37.970779953575,-5.26603505650427
3774,-37.9687578251288,-5.26660840826953
270,-37.9707800606946,-5.26596993193376
3775,-37.9687579339615,-5.26654237923449
271,-37.9707801797149,-5.2658975712997
3776,-37.9687580427928,-5.26647635019933
272,-37.9707802912949,-5.26582973320512
3777,-37.968758150132,-5.26641122567134
273,-37.9707804028735,-5.26576189511039
3778,-37.9687582693961,-5.26633886508453
274,-37.9707804677074,-5.26572247665475
3779,-37.9687583812047,-5.26627102703425
275,-37.9707805763083,-5.26565644757564
3780,-37.9687584930118,-5.26620318898381
276,-37.9707806849078,-5.26559041849641
3781,-37.9687585579786,-5.26616377055391
277,-37.9707807920182,-5.26552529392496
3782,-37.9687586668019,-5.26609774151792
278,-37.9707809110283,-5.26545293328986
3783,-37.9687587756239,-5.2660317124818
279,-37.9707810225988,-5.26538509519429
3784,-37.9687588829539,-5.26596658795286
280,-37.9707811341678,-5.26531725709858
3785,-37.9687590022078,-5.26589422736501
281,-37.9707811989961,-5.26527783864237
3786,-37.9687591140068,-5.26582638931374
282,-37.9707813075877,-5.26521180956231
3787,-37.9687592258044,-5.26575855126232
283,-37.9707814161779,-5.26514578048212
3788,-37.9687592907655,-5.26571913283185
284,-37.9707815232792,-5.26508065590973
3789,-37.9687593995796,-5.2656531037949
285,-37.9707816422791,-5.26500829527358
3790,-37.9687595083923,-5.26558707475783
286,-37.97078175384,-5.26494045717703
3791,-37.968759615713,-5.26552195022795
287,-37.9707818653995,-5.26487261908034
3792,-37.9687597349567,-5.26544958963905
288,-37.9707819302223,-5.26483320062356
3793,-37.9687598467462,-5.2653817515868
289,-37.9707820388045,-5.26476717154254
3794,-37.9687599585342,-5.2653139135344
290,-37.9707821473855,-5.26470114246139
3795,-37.9687600234898,-5.26527449510336
291,-37.9707822544776,-5.26463601788806
3796,-37.9687601322945,-5.26520846606545
292,-37.9707823734673,-5.26456365725087
3797,-37.9687602410979,-5.26514243702742
293,-37.9707824850186,-5.26449581915334
3798,-37.9687603484094,-5.26507731249661
294,-37.9707825965685,-5.26442798105567
3799,-37.9687604676429,-5.26500495190666
295,-37.9707826613858,-5.26438856259832
3800,-37.9687605794228,-5.26493711385343
296,-37.9707827699588,-5.26432253351634
3801,-37.9687606912012,-5.26486927580004
297,-37.9707828785304,-5.26425650443423
3802,-37.9687607561513,-5.26482985736843
298,-37.9707829856134,-5.26419137985996
3803,-37.9687608649467,-5.26476382832957
299,-37.9707831045929,-5.26411901922172
3804,-37.9687609737407,-5.26469779929057
300,-37.9707832161347,-5.26405118112321
3805,-37.9687610810431,-5.26463267475883
301,-37.970783327675,-5.26398334302456
3806,-37.9687612002664,-5.26456031416783
302,-37.9707833924867,-5.26394392456662
3807,-37.9687613120367,-5.26449247611362
303,-37.9707835010504,-5.26387789548371
3808,-37.9687614238056,-5.26442463805925
304,-37.9707836096127,-5.26381186640064
3809,-37.96876148875,-5.26438521962707
305,-37.9707837166865,-5.26374674182543
3810,-37.9687615975362,-5.26431919058725
306,-37.9707838356558,-5.26367438118614
3811,-37.9687617063209,-5.2642531615473
307,-37.970783947188,-5.26360654308666
3812,-37.9687618136141,-5.26418803701461
308,-37.9707840587188,-5.26353870498702
3813,-37.9687619328271,-5.26411567642257
309,-37.970784123525,-5.26349928652851
3814,-37.9687620445879,-5.26404783836737
310,-37.9707842320794,-5.26343325744465
3815,-37.9687621563471,-5.26398000031203
311,-37.9707843406324,-5.26336722836062
3816,-37.968762221286,-5.26394058187926
312,-37.970784447697,-5.26330210378447
3817,-37.9687623300628,-5.26387455283851
313,-37.9707845666561,-5.26322974314413
3818,-37.9687624388383,-5.26380852379759
314,-37.9707846781788,-5.26316190504366
3819,-37.9687625461222,-5.26374339926396
315,-37.9707847897,-5.26309406694304
3820,-37.9687626653251,-5.26367103867087
316,-37.9707848545006,-5.26305464848397
3821,-37.9687627770763,-5.2636032006147
317,-37.9707849630457,-5.26298861939915
3822,-37.968762888826,-5.26353536255837
318,-37.9707850715895,-5.26292259031417
3823,-37.9687629537593,-5.26349594412503
319,-37.9707851786449,-5.26285746573707
3824,-37.9687630625268,-5.26342991508332
320,-37.9707852975939,-5.26278510509569
3825,-37.9687631712929,-5.26336388604145
321,-37.970785409107,-5.26271726699424
3826,-37.9687632785677,-5.26329876150688
322,-37.9707855206187,-5.26264942889264
3827,-37.9687633977603,-5.26322640091275
323,-37.9707855854137,-5.26261001043299
3828,-37.9687635095019,-5.26315856285559
324,-37.9707856939495,-5.26254398134722
3829,-37.9687636212421,-5.26309072479828
325,-37.9707858024839,-5.26247795226128
3830,-37.9687636861699,-5.26305130636437
326,-37.9707859095302,-5.26241282768325
3831,-37.968763794928,-5.26298527732171
327,-37.970786028469,-5.26234046704082
3832,-37.9687639036848,-5.26291924827888
328,-37.9707861399725,-5.26227262893839
3833,-37.9687640109504,-5.26285412374337
329,-37.9707862514746,-5.2622047908358
3834,-37.9687641301329,-5.26278176314819
330,-37.9707863162641,-5.26216537237559
3835,-37.9687642418649,-5.26271392509005
331,-37.9707864247906,-5.26209934328884
3836,-37.9687643535954,-5.26264608703176
332,-37.9707865333158,-5.26203331420197
3837,-37.9687644185177,-5.26260666859728
333,-37.9707866403529,-5.26196818962297
3838,-37.9687645272665,-5.26254063955366
334,-37.9707867592814,-5.2618958289795
3839,-37.968764636014,-5.26247461050988
335,-37.9707868707755,-5.26182799087608
3840,-37.9687647432704,-5.26240948597343
336,-37.970786982268,-5.26176015277252
3841,-37.9687648624426,-5.2623371253772
337,-37.970787047052,-5.26172073431175
3842,-37.9687649741651,-5.26226928731808
338,-37.9707871555692,-5.26165470522405
3843,-37.9687650858861,-5.26220144925881
339,-37.970787264085,-5.26158867613622
3844,-37.9687651508027,-5.26216203082376
340,-37.9707873711129,-5.26152355155629
3845,-37.9687652595423,-5.26209600177917
341,-37.9707874900313,-5.26145119091176
3846,-37.9687653682804,-5.26202997273445
342,-37.9707876015158,-5.26138335280737
3847,-37.9687654755276,-5.26196484819704
343,-37.9707877129988,-5.26131551470283
